20250723230733,175.75
20250723230734,176.22
20250723230736,353.43
20250723230737,175.44
20250723230739,175.32
20250723230740,176.94
20250723230742,176.97
20250723230743,175.27
20250723230745,175.70
20250723230746,176.54
20250723230748,174.86
20250723230749,174.83
20250723230751,0.00
20250723230752,175.00
20250723230754,177.82
20250723230755,174.79
20250723230757,177.68
20250723230758,175.98
20250723230800,174.42
20250723230801,174.22
20250723230803,175.90
20250723230804,0.00
20250723230806,175.22
20250723230808,185.25
20250723230809,176.32
20250723230811,174.49
20250723230812,175.63
20250723230814,176.53
20250723230815,175.64
20250723230817,175.64
20250723230818,176.49
20250723230820,175.98
20250723230821,190.42
20250723230823,177.26
20250723230824,175.56
20250723230826,0.00
20250723230827,176.83
20250723230829,176.48
20250723230830,176.07
20250723230832,177.38
20250723230833,175.24
20250723230835,175.15
20250723230836,174.88
20250723230838,174.90
20250723230839,175.32
20250723230841,187.15
20250723230842,173.88
20250723230844,175.13
20250723230845,173.93
20250723230847,175.64
20250723230848,176.82
20250723230850,174.95
20250723230851,174.96
20250723230853,173.86
20250723230854,178.19
20250723230856,174.88
20250723230857,180.85
20250723230859,176.53
20250723230900,174.66
20250723230902,175.03
20250723230903,0.00
20250723230905,175.70
20250723230906,176.54
20250723230908,176.09
20250723230909,177.38
20250723230911,176.48
20250723230913,176.51
20250723230914,175.64
20250723230916,174.28
20250723230917,178.07
20250723230919,175.46
20250723230920,177.23
20250723230922,177.16
20250723230923,176.29
20250723230925,176.71
20250723230926,176.26
20250723230928,174.27
20250723230929,174.34
20250723230931,174.25
20250723230932,176.87
20250723230934,350.95
20250723230935,176.88
20250723230937,176.48
20250723230938,175.61
20250723230940,173.93
20250723230941,176.02
20250723230943,175.22
20250723230944,174.37
20250723230946,177.74
20250723230947,175.64
20250723230949,176.90
20250723230950,0.00
20250723230952,175.24
20250723230953,174.35
20250723230955,174.78
20250723230956,176.04
20250723230958,175.97
20250723230959,175.52
20250723231001,174.18
20250723231002,174.66
20250723231004,174.45
20250723231005,174.76
20250723231007,176.15
20250723231008,180.18
20250723231010,174.34
20250723231011,175.58
20250723231013,178.06
20250723231014,177.19
20250723231016,176.10
20250723231018,175.35
20250723231019,175.34
20250723231021,174.34
20250723231022,175.15
20250723231024,175.73
20250723231025,175.64
20250723231027,175.10
20250723231028,174.76
20250723231030,176.26
20250723231031,178.16
20250723231033,177.26
20250723231034,174.78
20250723231036,176.46
20250723231037,173.91
20250723231039,176.41
20250723231040,174.27
20250723231042,0.00
20250723231043,174.78
20250723231045,175.49
20250723231046,175.05
20250723231048,186.98
20250723231049,176.54
20250723231051,176.24
20250723231052,176.65
20250723231054,175.18
20250723231055,174.78
20250723231057,178.24
20250723231058,176.04
20250723231100,176.48
20250723231101,174.25
20250723231103,175.52
20250723231104,177.36
20250723231106,175.87
20250723231107,0.00
20250723231109,175.47
20250723231110,173.35
20250723231112,177.92
20250723231113,176.75
20250723231115,174.62
20250723231116,173.86
20250723231118,175.64
20250723231120,176.54
20250723231121,176.95
20250723231123,181.93
20250723231124,175.70
20250723231126,177.87
20250723231127,178.36
20250723231129,178.09
20250723231130,175.98
20250723231132,179.69
20250723231133,179.95
20250723231135,175.93
20250723231136,174.76
20250723231138,176.83
20250723231139,176.41
20250723231141,175.13
20250723231142,175.27
20250723231144,176.07
20250723231145,177.92
20250723231147,175.27
20250723231148,176.58
20250723231150,175.47
20250723231151,175.90
20250723231153,176.68
20250723231154,174.22
20250723231156,174.86
20250723231157,175.70
20250723231159,175.22
20250723231200,173.79
20250723231202,178.53
20250723231203,175.80
