20250723230153,175.08
20250723230154,175.85
20250723230156,176.68
20250723230157,0.00
20250723230159,175.75
20250723230200,176.17
20250723230202,175.49
20250723230203,174.64
20250723230205,174.57
20250723230206,0.00
20250723230208,175.97
20250723230209,0.00
20250723230211,175.49
20250723230212,175.92
20250723230214,6.32
20250723230215,175.42
20250723230217,177.46
20250723230218,175.93
20250723230220,174.11
20250723230221,175.49
20250723230223,178.89
20250723230224,175.32
20250723230226,192.66
20250723230227,176.68
20250723230229,175.22
20250723230230,174.37
20250723230232,174.03
20250723230233,176.15
20250723230235,174.47
20250723230236,174.88
20250723230238,174.88
20250723230239,176.36
20250723230241,175.98
20250723230243,178.01
20250723230244,0.00
20250723230246,174.11
20250723230247,174.86
20250723230249,177.50
20250723230250,175.76
20250723230252,175.81
20250723230253,174.16
20250723230255,176.73
20250723230256,175.05
20250723230258,176.73
20250723230259,176.26
20250723230301,177.09
20250723230302,176.26
20250723230304,175.58
20250723230305,174.22
20250723230307,174.93
20250723230308,176.37
20250723230310,174.59
20250723230311,176.21
20250723230313,177.92
20250723230314,175.42
20250723230316,177.84
20250723230317,176.14
20250723230319,175.64
20250723230320,176.12
20250723230322,174.42
20250723230323,175.20
20250723230325,176.34
20250723230326,176.09
20250723230328,175.93
20250723230329,178.43
20250723230331,175.88
20250723230332,175.13
20250723230334,175.44
20250723230335,176.27
20250723230337,174.61
20250723230338,175.93
20250723230340,173.72
20250723230341,177.65
20250723230343,175.10
20250723230344,175.88
20250723230346,351.75
20250723230348,174.93
20250723230349,177.05
20250723230351,179.18
20250723230352,175.87
20250723230354,176.71
20250723230355,175.88
20250723230357,175.76
20250723230358,174.18
20250723230400,176.22
20250723230401,178.24
20250723230403,175.25
20250723230404,174.40
20250723230406,176.31
20250723230407,177.21
20250723230409,176.21
20250723230410,175.03
20250723230412,176.34
20250723230413,175.03
20250723230415,177.12
20250723230416,175.35
20250723230418,176.88
20250723230419,179.59
20250723230421,176.95
20250723230422,175.34
20250723230424,174.59
20250723230425,174.98
20250723230427,176.24
20250723230428,175.01
20250723230430,180.01
20250723230431,175.41
20250723230433,175.32
20250723230434,175.58
20250723230436,173.88
20250723230437,175.15
20250723230439,174.39
20250723230440,175.34
20250723230442,175.35
20250723230443,176.17
20250723230445,175.35
20250723230446,175.85
20250723230448,174.96
20250723230449,174.90
20250723230451,175.30
20250723230452,175.71
20250723230454,175.81
20250723230456,175.29
20250723230457,174.79
20250723230459,175.59
20250723230500,178.60
20250723230502,175.95
20250723230503,175.63
20250723230505,173.91
20250723230506,175.52
20250723230508,175.97
20250723230509,188.26
20250723230511,175.76
20250723230512,174.91
20250723230514,176.21
20250723230515,181.25
20250723230517,175.61
20250723230518,174.49
20250723230520,175.83
20250723230521,175.34
20250723230523,174.98
20250723230524,177.53
20250723230526,0.00
20250723230527,176.09
20250723230529,175.20
20250723230530,178.67
20250723230532,176.58
20250723230533,175.30
20250723230535,174.40
20250723230536,173.94
20250723230538,177.33
20250723230539,175.64
20250723230541,175.41
20250723230542,176.31
20250723230544,174.03
20250723230545,177.92
20250723230547,177.43
20250723230548,188.97
20250723230550,176.92
20250723230551,175.64
20250723230553,175.12
20250723230554,173.84
20250723230556,174.03
20250723230557,176.24
20250723230559,175.81
20250723230601,174.93
20250723230602,175.05
20250723230604,175.35
20250723230605,0.00
20250723230607,176.56
20250723230608,177.00
20250723230610,177.75
20250723230611,174.42
20250723230613,176.15
20250723230614,178.18
20250723230616,175.18
20250723230617,175.10
20250723230619,173.94
20250723230620,175.20
20250723230622,176.14
20250723230623,175.71
20250723230625,176.22
20250723230626,176.21
20250723230628,175.90
20250723230629,175.13
20250723230631,188.02
20250723230632,175.90
20250723230634,174.52
20250723230635,176.27
20250723230637,176.00
20250723230638,176.85
20250723230640,4.10
20250723230641,18.19
20250723230643,174.85
20250723230644,174.95
20250723230646,178.35
20250723230647,175.78
20250723230649,350.56
20250723230650,174.39
20250723230652,175.59
20250723230653,176.07
20250723230655,174.42
20250723230656,176.43
20250723230658,175.17
20250723230659,175.58
20250723230701,174.71
20250723230702,176.46
20250723230704,176.44
20250723230705,175.08
20250723230707,176.78
20250723230709,179.42
20250723230710,177.62
20250723230712,176.43
20250723230713,174.23
20250723230715,175.15
20250723230716,175.25
20250723230718,173.99
20250723230719,177.82
20250723230721,174.34
20250723230722,175.68
20250723230724,175.27
20250723230725,175.27
20250723230727,175.37
20250723230728,177.41
20250723230730,175.35
20250723230731,0.00
